file name,entityType,college,year,sitting,question,content,passRate,EC_extraCredit,EC_expectedDomains,EC_errorsCommon,learningOutcomes,lo,resources,exam,file links,file path
CP10B23,SAQ,CICM,2010,B,23,Describe the ionic events associated with a ventricular cardiac action potential (80% of marks). Outline how the action potential relates with the mechanical events of the cardiac cycle (20 % marks).,27,The use of illustrations helped answer this question.,"To achieve a good pass in this question, candidates needed to outline the ionic events associated with Phase 0 to phase 4 of the ventricular action potential followed by a description of excitation – contraction coupling., The second part of the question was best answered using a ventricular pressure-volume loop and overlaying the phases of the ventricular action potential.","Description of the ionic events associated with the action potential phases was generally well done, but this was as far as many answers went in answering this question., Few candidates included a description of excitation-contraction coupling in there answer and few candidates considered an answer to the second part of the question.",,[[C1b]],"Guyton and Hall Textbook of Medical Physiology, Chp 9",PEX,[[C1b|C1b]],SAQ/CICM SAQ/C.P.10.B.SAQ/CP10B23.md
CP18B07,SAQ,CICM,2018,B,7,Describe protein binding and its significance in pharmacology.,19,Few candidates differentiated between tissue and plasma protein binding and the different effects on the volume of distribution.,"It was expected that the factors which determine protein binding would be described. Marks were attributed if proteins, along with characteristics of the drugs they bind, were named. Candidates achieved better marks if they named the pharmacological parameters affected by protein binding and explained how and why change occurs along with the significance of those changes.",Descriptions of protein binding were generally too brief (e.g. a statement saying that drugs and hormones bind to proteins in the plasma rather than a description of usually reversible binding with a drug-protein equilibrium).,,,,PEX,,SAQ/CICM SAQ/C.P.18.B.SAQ/CP18B07.md
AC13C03,SAQ,ANZCA,2013,C,3,Classify isomers. Briefly write an account of their significance in drugs used in anaesthesia.,66,"There were some excellent answers that included all these main points with detailed descriptions of how isomerism of local anaesthetics, neuromuscular blockers, volatile agents, midazolam, thiopentone, tramadol and methadone affects their pharmaceutics, pharmacokinetics and pharmacodynamics.","The main points expected for a pass included a classification of isomers pertaining to drugs used in anaesthesia, and include a brief description of how these isomers may be used optimise pharmaceutics, pharmacokinetics and efficacy, and minimise side / toxic effects., The second question needed to be addressed to pass.",Descriptions of significance for optimising anaesthesia drug therapy were less universal.,,,,PEX,,SAQ/ANZCA SAQ/A.P.13..SAQ/AC13C03.md
CP24A10,SAQ,CICM,2024,A,10,"(a) Explain the excitation contraction mechanism as it relates to the smooth muscle of the myometrium including a gravid uterus (50% of marks). (b) For each tocolytic agent: salbutamol, nifedipine, magnesium sulphate, provide the following information: - (i) List the class (10% of marks) - (ii) Provide a dose (10% of marks) - (iii) Describe the mechanism of action (20% of marks) - (iv) Outline the adverse effects (10% of marks)",42,,"the process of contraction in smooth muscle, as well as specific information pertaining to the smooth muscle of the uterus, stimuli for contraction (i.e., hormones such as oxytocin, oestrogen, and prostaglandins and stretch); possessing an unstable membrane potential which plays a greater role than nervous input; as well as the uterus smooth muscle functioning as a syncytia and having baseline tone, the key steps of contraction (influx of calcium, formation of calcium-calmodulin formation, activation of MLCK, creation of myosin-actin cross bridges with utilisation of ATP) are those generic to any smooth muscle, relating the mechanism of action specifically to the uterus, specific unwanted effects relevant to use as a tocolytic e.g., foetal tachycardia for salbutamol as result of crossing the placenta, doses for these drugs when used as a tocolytic, as opposed to for other indications (i.e., salbutamol infusion rather than nebulised)","Descriptions of striated muscle did not attract marks., A description or explanation was required rather than a list of steps (e.g., the sources of calcium rather than a simple statement of calcium influx occurring).",,,,PEX,,SAQ/CICM SAQ/C.P.24.A.SAQ/CP24A10.md
CP20A04,SAQ,CICM,2020,A,4,Explain the counter-current mechanism in the kidney.,63,,"Higher scoring candidates described the counter-current multiplier mechanism, the countercurrent exchanger and the contribution of urea cycling to the medullary osmotic gradient., Detailing the mechanisms as to how they may be established, maintained and or regulated., Values for osmolality at the cortex & medulla and within the different parts of the LOH was required., A description of the countercurrent exchanger system where inflow runs parallel to, counter to and in close proximity to the outflow was expected., This could have been achieved by describing the anatomical layout of the loop of Henle and the vasa recta.",Descriptions of the multiplier (LOH) alone did not constitute a passing score.,,,,PEX,,SAQ/CICM SAQ/C.P.20.A.SAQ/CP20A04.md
AP08B06,SAQ,ANZCA,2008,B,6,Outline the ideal properties of a colloid intravenous fluid. Give examples of colloids and briefly describe the features of each.,41,,"Few candidates were able to describe the ideal properties of a colloid in adequate detail and frequently made statements that implied a lack of understanding about the fundamental properties of a colloid as opposed to a crystalloid., A significant number of candidates only managed to mention two or three of the four main classes, namely polygenes, starches, dextrans and album in.","Descriptions of their features were often vague and imprecise, with a poor understanding of what sort of molecules they are, w here they distribute in the body, their duration of action, their elimination and risks or side effects of their use.",,,,PEX,,SAQ/ANZCA SAQ/A.P.08.B.SAQ/AP08B06.md
CP15A10,SAQ,CICM,2015,A,10,Compare and contrast the pharmacology of mannitol and hypertonic saline.,8,Better answers mentioned other potential mechanisms of action of mannitol.,"Understanding of the action of these drugs was expected, A structured approach is important and a table worked best for most candidates, although a few attempted this in free text.","Despite attempting a structured answer very few candidates provided information in regards to preparation, dose, monitoring of osmolarity, adverse effects or contraindications., Factual inaccuracies were common with many candidates suggesting hypertonic saline acts as an osmotic diuretic., Many candidates failed to appreciate the impact on raised intracranial pressure.",,,,PEX,,SAQ/CICM SAQ/C.P.15.A.SAQ/CP15A10.md
AP05A12,SAQ,ANZCA,2005,A,12,Describe the physiological factors influencing the carbon dioxide tension in arterial blood.,38,"A minority of candidates discussed all three of these elements., Areas such as changes in metabolic rate and changes in metabolic substrates do alter CO2 production, and description of these gained extra marks.","In essence, arterial carbon dioxide tension is related to the balance of production and elimination of carbon dioxide, in a manner similar to drug levels as a result of the ratio of administration rate and clearance., In addition, a system of CO2 sensors regulates elimination.","Despite the fact that this is an aspect of physiology which is fundamental to anaesthesia, in general this question was answered poorly., CO2 production was often mentioned, but only some candidates described this is any detail., When CO2 elimination was mentioned, it was often at a very basic level. Elimination is very dependant on issues such as dead space and V/Q inequality, and these were often not mentioned., When they were included, there was sometimes confusion over the relative influences of diffusion vs. perfusion on CO2 exchange in the lung., The feedback loop for the detection of CO2 tension and subsequent respiratory responses was often not mentioned. This is a key determinant of CO2 tension., Many candidates spent a great deal of time, sometimes to the exclusion of almost everything else, on carbon dioxide carriage in the blood, phenomena such as the Haldane effect, and temperature/CO2 solubility. Whilst these have some impact to arterial CO2 tension, the effects are small compared to the factors mentioned above.",,,,PEX,,SAQ/ANZCA SAQ/A.P.05.A.SAQ/AP05A12.md
AP17B14,SAQ,ANZCA,2017,B,14,Describe the pharmacodynamic properties of propofol EXCLUDING its effects on the central nervous system. Describe how these influence clinical use.,60,"Many candidates answered the question sufficiently with regard to the cardiovascular and respiratory system, but provided minimal detail and clinical information about other systems.",The best answers used a systems based approach and gave appropriate clinical examples e.g. a 20% reduction in SVR may cause hypotension and require the use of vasopressor socaution is required especially in the elderly.,"Despite the question specifically requesting only information related to the pharmacodynamics, and how these influence clinical use, many candidates wasted time on descriptions of the general pharmacology, including its indications, dosage, mechanism of action and chemical structure.",,,,PEX,,SAQ/ANZCA SAQ/A.P.17.B.SAQ/AP17B14.md
AP03A02,SAQ,ANZCA,2003,A,2,"Outline the neuropharmacology of thiopentone, covering only its site of action, EEG changes, effects on cerebral blood flow and intracranial pressure.",80,,"The question was asked in appreciably the same format on the March 1999 paper., The marking parameters as set out in that Examiner’s Report were still appropriate for this sitting., Candidates are directed to read that Examiner’s Report., Virtually all candidates appreciated the question had four sub-sections and ensured that they answered all four sections.","Despite the question specifying that only the four sections needed to be answered many candidates gave detailed, additional information on packaging, dosing and the structure of thiopentone without in any way attempting to relate these facts to the question asked. No credit was given for this., Also vague answers such as “EEG changes are dose related” or “thiopentone has an inhibitory affect on the brain via GABA receptors” were deemed inadequate to answer the question satisfactorily without more detailed explanation.",,,,PEX,,SAQ/ANZCA SAQ/A.P.03.A.SAQ/AP03A02.md
AA16A07,SAQ,ANZCA,2016,A,7,Describe the pharmacodynamic properties of propofol EXCLUDING its effects on the central nervous system. Describe how these influence clinical use.,66,"Better candidates considered other systems in their answer, such as the metabolic effects e.g. propofol infusion syndrome, increased risk with mitochondrial abnormalities, and caloric loading with prolonged infusions., Marks were awarded if there was mention of the constituents of propofol and how that relates to allergic reactions.","This question asked for the pharmacodynamics of propofol AND the clinical implications, excluding CNS effects. Presenting a complete list of these as well as the clinical consequences would be enough to pass. The majority did well with the CVS.","Despite this, a number of candidates still wasted time presenting pharmacokinetic information, describing its postulated mechanism of action in the CNS and its subsequent CNS effects. A few only listed pharmacodynamics with no clinical implications. Pharmaceutics were only accepted if it related to pharmacodynamic effects., Almost all mentioned the negative consequences of a reduction in blood pressure but did not point out that it this can be advantageous for management of intraoperative hypertension., Many did not mention bronchodilation, effects on upper airway tone, and the maintenance of hypoxic pulmonary vasoconstriction., When considering the genitourinary system, simply stating decreases renal blood flow, without any further qualification again scored no marks. Effects on uterine tone (compared to volatile) were rarely mentioned., For example, many candidates merely listed allergy and this was not awarded any marks.",,,,PEX,,SAQ/ANZCA SAQ/A.P.16.A.SAQ/AA16A07.md
CP19A15,SAQ,CICM,2019,A,15,Describe the physiology of the NMDA (N-Methyl D-aspartate) receptor (40% of marks). Outline the pharmacology of ketamine (60% of marks).,49,Administration routes and doses scored marks.,"A brief description of its structure, roles of glycine and magnesium, ions conducted, result of activation, role in memory and learning and agonists/antagonists was expected., Pharmacodynamics were generally well covered including CVS (direct and indirect effects), CNS (anaesthesia, analgesia, amnesia, delirium, effects on CBF and ICP) respiratory (bronchodilator with preservation of airway reflexes) GIT effects (salivation, N and V).","Detail on structure and functions of the receptor were a common omission. Knowledge of specific pharmacokinetic parameters was less well covered, including low oral bioavailability and protein binding and active metabolite",,,,PEX,,SAQ/CICM SAQ/C.P.19.A.SAQ/CP19A15.md
CP15B11,SAQ,CICM,2015,B,11,Compare and contrast the anatomy and physiology of skeletal and smooth muscle.,23,,"It was expected answers would describe in detail the role of troponin, tropomyosin and calmodulin in mediating muscle contraction.","Detail on the structure (histology) of the skeletal and smooth muscle cells was often lacking., Many answers omitted the mechanism of muscle relaxation.",,,,PEX,,SAQ/CICM SAQ/C.P.15.B.SAQ/CP15B11.md
AP04A08,SAQ,ANZCA,2004,A,8,Describe briefly the side effects and complications of heparin therapy.,71,,"The question specifically requested the candidate to address the side effects of heparin therapy., To obtain a pass in this question, it is necessary to recognise that side effects can be predictable and dose related, e.g. bleeding, or idiosyncratic, such as the heparin induced thrombotic thrombocytopenic syndrome. Particular reference to intercurrent pathology and drug interactions was valuable., Although many candidates commented on APTT measurement, its significance relates to the narrow therapeutic range and unpredictable effective dose of heparin; few candidates mentioned this., Differentiating the mechanisms of platelet effects is important in view of therapeutic and prognostic implications., Most candidates were aware of alopecia and osteoporosis as side effects, frequently not mentioning the situations in which these occur. Mention of low molecular weight heparins was appropriate, however comparisons often were omitted.","Detailed accounts of the mode of action of heparin were frequently included however only in those answers where this information was related to the mechanism of side effects were these of value., Many candidates gave a fairly detailed account of complications of protamine therapy, which was not asked; the requirement for protamine might better be perceived as a disadvantage of heparinisation, particularly at high doses.",,,,PEX,,SAQ/ANZCA SAQ/A.P.04.A.SAQ/AP04A08.md
AP17B03,SAQ,ANZCA,2017,B,3,a) Describe the immediate cardiovascular responses to the sudden loss of 30% of the blood volume in a healthy awake person. b) How are these responses different if the patient is undergoing anaesthesia with sevoflurane?,67,Better candidates demonstrated understanding that sevoflurane blunts the responsiveness of baroreceptors in a dose dependent manner.,"The two parts of the question carried the same weight., A good answer to the first part included the effects on the cardiovascular system as a result of a 30% loss of blood volume, followed by the various compensation mechanisms., The focus of the second part of the question should be on the pharmacodynamics effects of sevoflurane on the cardiovascular system, and how these effects will be exacerbated in a patient with hypovolaemia.","Detailed anatomical descriptions of the sympathetic and parasympathetic nervous systems were not required., Discussions on the effects of intravenous anaesthesia, mechanical ventilation or the treatment of hypotension did not attract marks.",,,,PEX,,SAQ/ANZCA SAQ/A.P.17.B.SAQ/AP17B03.md
AA16A13,SAQ,ANZCA,2016,A,13,Outline the physiological mechanisms of progression from acute to chronic pain and how drugs may alter this progression.,24,,"Good answers were able to explain the physiological changes that occur in the acute pain pathway for the evolution of acute to chronic pain including some of the associated characteristics for example: sensitization, wind-up, allodynia, hyperalgesia, phantom pain and memory. The risk factors for progressing to chronic pain were discussed including, patient factors, surgical factors, pain character and drug factors. Once highlighted the physiological changes and the risks factors were used as a basis to discuss the mechanism of action of drugs used to alter the progression of acute pain to chronic pain.","Detailed descriptions of the acute pain pathway and management of chronic/complex pain syndromes were off topic and gained little credit., (Without the proposed physiological mechanisms for these characteristics the terms themselves gained no marks.)",,,,PEX,,SAQ/ANZCA SAQ/A.P.16.A.SAQ/AA16A13.md
CP15B04,SAQ,CICM,2015,B,4,What is functional residual capacity and describe how it is measured.,25,additional marks were awarded if multiple measurement methods were mentioned or described.,This question requested a definition AND a description of measurement (one method if correctly discussed could and did generate a pass mark).,"Detailed descriptions of the factors effecting FRC and its functions were NOT requested and scored no marks., ""Fowlers method"" uses 100% oxygen and nitrogen analysis to calculate anatomical dead space - NOT FRC - so scored no marks., Both Helium dilution and nitrogen washout (with 100%oxygen) enable calculation of FRC using C1V1=C2V2 where V2 = V1+FRC., Body plethysmography requires more complex calculations of P1V1= P2V2 (Boyles Law) applied twice = for the box and then the lung., Few candidates had a clear understanding of this method., Most answers did not demonstrate the depth of understanding of the measurement techniques that was required to score highly.",,,,PEX,,SAQ/CICM SAQ/C.P.15.B.SAQ/CP15B04.md
AP10A16,SAQ,ANZCA,2010,A,16,"Describe the processes whereby substances may cross cell membranes, giving examples.",60,"Extra marks were awarded for a clear, well structured answer, with appropriate examples offered for key processes.","The following were the main points expected in answering the question: Clear descriptions of the following mechanisms of transport across cellular membranes; • Exocytosis and endocytosis • Diffusion, with an appropriate explanation. Better answers included relevant application of Fick's Law of Diffusion • Movement through ion channels and aquaporins, with ion channel subtypes identified • Carrier mediated transport, with discussion of facilitated diffusion, primary and secondary active transport., It was expected that relevant examples of each transport mechanism were included.","Detailed discussions of diffusion mechanisms, with inadequate attention to other processes, Incorrect or absent examples of key processes, Describing facilitated diffusion as an example of active transport, Confusing co-transport and counter-transport mechanisms.",,,,PEX,,SAQ/ANZCA SAQ/A.P.10.A.SAQ/AP10A16.md
CP24A08,SAQ,CICM,2024,A,8,Describe the anatomy of the femoral vein as it relates to central venous cannulation.,22,,"the location; the boundaries (anterior/posterior, superior/inferior, medial/lateral); a description of the contents of that area and layers; and the relevant surface anatomy, a description of the femoral triangle and boundaries, the origin and termination of femoral vein along with its tributaries, the relationship of the femoral vein to different structures in the triangle and information about femoral sheath and its contents, detailing the surface anatomy of femoral vein relevant to cannulation","details of femoral vein cannulation technique, complications and the risks associated with femoral venous access was not required.",,,,PEX,,SAQ/CICM SAQ/C.P.24.A.SAQ/CP24A08.md
CP17B01,SAQ,CICM,2017,B,1,Compare and contrast the pharmacology of ibuprofen and paracetamol.,65,"The uncertain nature (and possibilities) of the mechanism of action of paracetamol was alluded to in better responses., Better answers included potential interactions with other drugs (e.g. warfarin) and contraindications to the use of these drugs.","The use of a table ensured all areas were covered including class, indications, pharmaceutics, mode of action, pharmacodynamics, pharmacokinetics and adverse effects., Answers should have included a comment on first-pass effect, the significance of the difference in protein binding and the details of metabolism, particularly paracetamol., Knowledge of metabolism at therapeutic doses and the effect of overdose were expected.","Details of the comparative pharmacokinetics were often lacking., Metabolism limited to 'hepatic metabolism and renal excretion' gained no marks as better responses were more detailed and clearer about the differences between the two drugs.",,,,PEX,,SAQ/CICM SAQ/C.P.17.B.SAQ/CP17B01.md
AP10A06,SAQ,ANZCA,2010,A,6,List the main drug groups used in the treatment of diabetes mellitus. For each group explain the mechanism of action and give examples.,60,"Candidates who included the newer agents, such as thiazolidinediones, alpha glucosidase inhibitors and meglitinides, were rewarded with extra marks.","This is a two parts question requiring candidates to list the various groups of drug for the treatment of diabetes mellitus, and to describe their mechanisms of action. It is important that sufficient details, such as molecular and metabolic effects after drug administration, are included for the latter part of the question.","Diabetes mellitus is a common condition faced daily by anaesthetists. A thorough understanding of its management is a clinical necessity., While most candidates were able to describe the classical oral hypoglycemic agents (i.e. sulphonylureas and biguanides) in detail, it was surprising that a substantial proportion of candidates did not consider insulin as a drug for the treatment of diabetes mellitus. Most answers were also vague regarding the different preparations of insulin that produce variation in the speed of onset and duration of action.",,,,PEX,,SAQ/ANZCA SAQ/A.P.10.A.SAQ/AP10A06.md
AP14B05,SAQ,ANZCA,2014,B,5,Describe the physiology of the pain pathways and how drugs may modulate the perception of pain.,50,More detail gained extra marks.,"Better answers were based upon an anatomical approach., More complete answers had a definition of pain, location and stimuli of peripheral receptors, pain fibres (A delta and C fibres), cord pathways (including dorsal horn lamina, neo and paleospinothalamic tracts), central perception, descending pathways, and the modulation by drugs at each of these points.","Diagrams, although useful, often resulted in a lack of detail, for example labelling C and A delta fibres without providing additional information, or repeating what was already written down., When discussing modulation by drugs, a mechanism of action was expected, not just the class or name of the drug., The use of the word ‘etc’ did not attract marks.",,,,PEX,,SAQ/ANZCA SAQ/A.P.14.B.SAQ/AP14B05.md
AP23B10,SAQ,ANZCA,2023,B,10,"Discuss the pharmacology of adrenaline (epinephrine), in relation to its use for anaphylaxis.",61,"more detail about mechanisms, discussion of adverse effects (e.g. tachyarrhythmias, hypertension, myocardial ischaemia, hypokalaemia, hyperglycaemia, lactic acidosis), more detail with dosing regimes (especially when based on the grade of severity of anaphylaxis), infusions, or paediatric doses","pharmacodynamics, mechanism of action of adrenaline, linked to the pathophysiology of anaphylaxis, CVS, respiratory, and airway effects, stabilisation of mast cells, naming the adrenergic receptor responsible for each effect, dose, appropriate adult IV and IM doses, pharmacokinetics, short half-life often requiring repeat dosing or infusion o β2 vasodilation in muscle facilitating IM absorption, pharmaceutics, understanding the 1:1,000 and 1:10,000 preparations","discussing the general pharmacology of adrenaline, without tailoring the answer to anaphylaxis, extensive discussion of the pathophysiology of anaphylaxis, with little or no information on pharmacology, confusion between the different effects produced by arterial and venous constriction, focusing only on the CVS effects of adrenaline, discussing other treatments for anaphylaxis (the question was only about adrenaline), incorrect adrenaline doses, Several candidates stated that adrenaline must only be given via a central line. This is incorrect. When treating anaphylaxis, anaesthetists must not delay adrenaline administration to put in a central line. Adrenaline can be given via a peripheral IV cannula. There is a potential risk of skin necrosis if extravasation occurs, but this is not a contraindication to using a peripheral cannula to give adrenaline. A central line can be inserted, if indicated, when time permits., the EpiPen was mentioned only by a very small number of candidates",,,,PEX,,SAQ/ANZCA SAQ/A.P.23.B.SAQ/AP23B10.md
AP10B15,SAQ,ANZCA,2010,B,15,Explain the role of haemoglobin as a buffer.,27,Some candidates correctly identified that the dissociation of carbamino compounds within the red cell adds H+ which then needs to be buffered.,"Marks were awarded for a buffer definition, a brief description of haemoglobin structure, and listing the factors that create an effective buffer. Haemoglobin acts as an effective buffer for CO2 due to the solubility of CO2 , presence of carbonic anhydrase, and the capacity of haemoglobin. Important points that needed to be covered included; the importance of the large volume of haemoglobin, the role and amount of the imidazole side chains on the histidine residues, the effect that their pKa (6.8) has on buffering ability, and a clear description of the reactions within the red cell that involves CO2 conversion to HCO3- and H+ and the fate of these two products. Discussion about why the deoxy form of haemoglobin is a better buffer due to it’s change in pKa (7.9), and that this occurs where buffering is needed most, which limits the pH drop for venous blood.","Discussing the haemoglobin oxygen dissociation curve, carbon dioxide dissociation curve, and other buffers in the body did not attract marks.",,,,PEX,,SAQ/ANZCA SAQ/A.P.10.B.SAQ/AP10B15.md
AP07B13,SAQ,ANZCA,2007,B,13,Outline the physiology of blood groupings that allows O negative blood to be safely transfused to most patients.,34,"Better answers: Mentioned issue of donor antibodies and recipient cells, other potential antigens and antibodies.","Points to be covered: Statement of aims of transfusion and usual problem of previously formed recipient antibodies reacting against donor cells, and consequences thereof., Discussion of ABO system and origin of antibodies., Discussion of Rh system and origin of antibodies.","Discussion about type, screening or cross-match were not directly relevant., The terms antigen and antibody appeared to be frequently confused., Sources of antigen and antibody were often unclear., Some candidates’ essays were unclear about whether groups A,B and O have antibodies., There are no anti-AB antibodies.",,,,PEX,,SAQ/ANZCA SAQ/A.P.07.B.SAQ/AP07B13.md
AP07B14,SAQ,ANZCA,2007,B,14,Describe the cardiovascular changes in the neonate that occur at birth.,35,Better answers: Indicated the above and showed the relevance of the changes. Included comments about the transitional nature of some changes,"The question asked for a description of changes; this potentially allows inclusion of a functional description, mechanism of change (where known), time course and consequences., Points to include: A discussion of the changes as above.","Discussion of changes at birth does not include the gradual replacement of HbF with HbA., Diagrams were often of poor quality, and thus unhelpful., Information in diagrams was often repeated longhand in written form (gaining no extra marks)., Ten minute questions probably don't require planning notes in the margin, nor should summaries be included, as repetition will not gain extra marks., Terminology was often loose and the sequence of changes and mechanisms was poorly described., Confusion in the use of the terms; flow, pressure, resistance and volume was common., The placenta is NOT the reason that the foetal circulation is described as parallel., The pulmonary circulation initially has high resistance., The high negative pressure at inspiration is NOT the direct cause of the fall in PVR., The ductus arteriosus does not connect the right ventricle to the aorta, neither does the ductus venosus connect the IVC to the brain.",,,,PEX,,SAQ/ANZCA SAQ/A.P.07.B.SAQ/AP07B14.md
AP19A04,SAQ,ANZCA,2019,A,4,Describe the ways in which carbon dioxide is carried in the blood.,65,More detail attracted additional marks.,"The candidates needed to cover the three main types of CO2 carriage, namely dissolved, bicarbonate, and as carbamino compounds. For dissolved CO2, candidates needed to outline Henry’s Law. Bicarbonate carriage required outlining the reactions inside the RBC as well as the exchange with chloride ions. Carbamino carriage involved outlining the reaction with haemoglobin, and the changes with deoxygenated haemoglobin. The relative arterial percentages and AV differences of each were also expected.","Discussion of CO2 production, the Fick principle, and diffusion across membranes didn’t attract marks. Common errors included referring to carboxyhaemoglobin, and stating the formation of bicarbonate occurring in the plasma rather than the RBC.",,,,PEX,,SAQ/ANZCA SAQ/A.P.19.A.SAQ/AP19A04.md
AP11A02,SAQ,ANZCA,2011,A,2,Classify non-opioid drugs used for the treatment of neuropathic pain and indicate proposed mechanisms of analgesic action and potential adverse effects.,35,"Additional marks were gained for discussion of other drugs, or additional detail","Answers should have included the following main components: Antidepressants (tricyclics), Anticonvulsants (Gabapentinoids), Membrane Stabilisers (lignocaine/mexiletine), NMDA antagonists (Ketamine), and a brief discussion of simple analgesics., This question was very clear in what was required.","Discussion of neuropathic pain, opioids, and non-drug treatments did not attract marks., Many candidates omitted the mechanism of action, used vague statements such as, ‘affects the receptor’, or described a non-analgesic mechanism of action., When discussing adverse effects avoid statements such as, ‘many side effects’ or ‘many interactions’, without providing additional detail., Writing ‘sedation’ as the only adverse effect of tricyclics did not attract marks., Many answers contained a long detailed description of simple analgesics, and only a limited discussion of other drugs used for the treatment of neuropathic pain.",,,,PEX,,SAQ/ANZCA SAQ/A.P.11.A.SAQ/AP11A02.md
AP18B03,SAQ,ANZCA,2018,B,3,Describe the effects of sevoflurane on the respiratory system.,49,"Additional marks were gained for more detail, upper airway effects, chemoreceptor effects, HPV, muscles of respiration, mucociliary clearance, and surfactant effects.","To pass, candidates needed to mention the dose-dependent nature of the effects on the respiratory rate, tidal volume, minute ventilation, PaO2 and PaCO2 response curves, and bronchodilation.","Discussion of west zones, FRC, shunt, effect of surgery, other drugs, postural changes, washin and washout curves, cardiovascular effects, venous admixture, and detailed discussion of airway resistance didn’t attract marks.",,,,PEX,,SAQ/ANZCA SAQ/A.P.18.B.SAQ/AP18B03.md
AA12A03,SAQ,ANZCA,2012,A,3,"Classify the drugs which are useful for reducing the volume and acidity of gastric contents, giving an outline of the mechanism of effect for each group.",54,"Those who described or illustrated mechanisms of action in greater detail and included discussion regarding intermediate messengers attracted more marks., Additional statements relating to individual drug groups about magnitude of effect on gastric volume and acid secretion also attracted marks.","This question had to be interpreted precisely. Candidates had to outline the groups of drugs which reduced volume and acidity, and then concentrate on their mechanism of effect., A more complete categorization of the drugs included antacids (both particulate and non-particulate), H2 antagonists, protein pump inhibitors, prostaglandin antagonists, muscarinic antagonists, prokinetic agents, emetic drugs and endocrine analogues.","Discussions of side effects did not attract marks., Dividing the page into columns appeared to help in many instances.",,,,PEX,,SAQ/ANZCA SAQ/A.P.12.A.SAQ/AA12A03.md
AP05A09,SAQ,ANZCA,2005,A,9,Describe the control of gastric emptying.,45,"Additional points were given for the mechanisms by which the duodenal hormones act, the role of these controls in ensuring adequate digestion and absorption and other physiological processes which slow gastric emptying e.g. pain., The best answers followed a system. The best systems were to discuss neural mechanisms in both stomach and duodenum, then the humoral mechanisms in both sites, or to follow the food as it went from the mouth (and nose) to the duodenum.","Essential to passing was an understanding that the control of gastric emptying involved both neural and humoral mechanisms in both the stomach and the duodenum., Neural control involving the vagal and myenteric reflexes in the stomach and the entero gastric reflexes in the duodenum., Hormonal control is via gastrin from the stomach. Secretin, cholecystokinin and GIP secreted in response to duodenal composition inhibit gastric emptying.","Drug effects did not attract marks., Common mistakes were to state “the vagus influences gastric emptying” without saying how this happens, to confuse gastric secretion and emptying, to confuse the relationship between hydrogen ion concentration and pH.",,,,PEX,,SAQ/ANZCA SAQ/A.P.05.A.SAQ/AP05A09.md
CP20B18,SAQ,CICM,2020,B,18,Define afterload (10% marks) and describe the physiological factors that may affect afterload on the left ventricle (90% marks).,53,Afterload can be defined as factors resisting ventricular ejection and contributing to myocardial wall stress during systole.,"Most answers utilised the law of Laplace to expand upon factors affecting ventricular wall tension., Systemic vascular resistance was commonly mentioned, but less frequently defined., Aortic and left ventricular outflow tract impedance were commonly referred to.","Effects of preload and neurohumoral stimuli were less well outlined., Description of factors affecting right ventricular afterload and depictions of left ventricular pressure volume loops earned no extra marks unless directly referenced to the question.",,,,PEX,,SAQ/CICM SAQ/C.P.20.B.SAQ/CP20B18.md
AP05B15,SAQ,ANZCA,2005,B,15,Describe the autonomic innervation of the heart and the direct effect of autonomic stimulation on cardiac function.,43,"Better answers alluded to the balance within the two arms, included laterality of stimulation and described the effects within different parts of the heart.","The answer should have included a definition of the autonomic nervous system and an indication of its function and then a discussion of each arm including source of outflow, path taken, pre-ganglionic fibres, ganglia, post-ganglionic fibres, transmitters, receptors, intracellular responses to receptor activation and a description of the end results of these activations.","Errors included the receptor types located within the heart and the intracellular response to activation. Answers not attracting marks by some candidates included: detailed description of myocardial oxygenation, reflex arcs, compensation associated with assuming an upright posture, point repetition, inadequately detailed diagrams",,,,PEX,,SAQ/ANZCA SAQ/A.P.05.B.SAQ/AP05B15.md
AP08B14,SAQ,ANZCA,2008,B,14,Explain in physiologic terms the effect of severe aortic stenosis on myocardial supply and demand.,45,"Additional marks w ere aw arded for answers that discussed the varying effects of left ventricular hypertrophy on both supply and demand., Marks were also awarded for discussing how increased heart rate may both increase dem and and reduce supply.","This was an applied physiology question., The first part of an answ er was a description of aortic stenosis, with additional marks for giving measures) of severity., The main part of the answer concerned the interrelated effects of a severely stenosed aortic valve that may produce both increased myocardial work (described using Laplace’s law ) and com prom ised coronary blood flow .","Errors included: confusing the effects of altered pressure with altered flow ; failing to indicate that severe aortic stenosis is a chronic condition; and including, often at length, the effects of anaesthesia or the symptoms and signs of aortic stenosis.",,,,PEX,,SAQ/ANZCA SAQ/A.P.08.B.SAQ/AP08B14.md
